date,score,quality,total_h,deep_h,light_h,rem_h,awake_h,resting_hr,avg_hr,avg_hrv,hrv_7d_avg,hrv_status,avg_spo2,avg_respiration,body_battery_change,sleep_need_h,skin_temp_c
2026-04-29,90,EXCELLENT,6.91,1.62,3.56,1.55,0.18,47,54,71,72,BALANCED,,13.8,41,8.0,
2026-04-28,95,EXCELLENT,5.72,1.21,2.92,1.16,0.43,44,49,75,74,BALANCED,,14.0,57,8.0,
2026-04-27,98,EXCELLENT,9.14,1.91,4.89,2.14,0.2,45,50,71,74,BALANCED,,13.6,80,8.0,
2026-04-26,92,EXCELLENT,7.84,1.62,3.99,1.88,0.35,47,49,75,76,BALANCED,,15.8,72,8.0,
2026-04-25,87,GOOD,7.29,1.53,4.02,1.44,0.3,47,51,75,78,BALANCED,,13.7,56,8.0,
2026-04-24,95,EXCELLENT,8.04,1.87,3.96,1.95,0.26,47,51,78,77,BALANCED,,13.9,61,8.0,
2026-04-22,98,EXCELLENT,6.38,1.47,3.28,1.22,0.41,49,54,84,83,BALANCED,,15.0,77,8.0,
2026-04-21,96,EXCELLENT,7.33,1.41,4.15,1.37,0.4,45,49,84,85,BALANCED,,14.7,75,8.0,
2026-04-19,93,EXCELLENT,8.5,1.8,4.61,1.81,0.28,45,50,72,74,BALANCED,,14.0,75,8.0,
2026-04-18,98,EXCELLENT,9.2,1.89,4.73,2.21,0.37,48,53,82,79,BALANCED,,13.2,68,8.0,
2026-04-17,98,EXCELLENT,8.25,1.9,4.15,1.74,0.46,44,49,75,78,BALANCED,,13.7,65,8.0,
2026-04-16,95,EXCELLENT,6.76,1.14,3.68,1.66,0.28,45,47,71,69,BALANCED,,13.6,74,8.0,
2026-04-14,95,EXCELLENT,6.8,1.58,3.51,1.61,0.1,48,55,81,81,BALANCED,,13.5,40,8.0,
2026-04-13,97,EXCELLENT,8.09,1.57,4.63,1.53,0.36,48,54,72,73,BALANCED,,14.4,56,8.0,
2026-04-12,93,EXCELLENT,6.74,1.12,3.89,1.55,0.18,44,49,86,86,BALANCED,,14.0,59,8.0,
2026-04-10,96,EXCELLENT,8.05,1.77,4.12,1.71,0.45,47,54,84,81,BALANCED,,14.2,72,8.0,
2026-04-08,95,EXCELLENT,6.55,1.52,3.44,1.38,0.21,45,47,73,75,BALANCED,,13.1,63,8.0,
2026-04-07,98,EXCELLENT,7.48,1.48,3.92,1.61,0.47,46,51,78,80,BALANCED,,14.2,63,8.0,
2026-04-06,96,EXCELLENT,7.41,1.38,3.72,1.89,0.42,46,50,82,85,BALANCED,,13.3,55,8.0,
2026-04-05,98,EXCELLENT,7.85,1.69,4.41,1.57,0.18,46,48,73,70,BALANCED,,14.4,67,8.0,
2026-04-04,98,EXCELLENT,6.85,1.21,4.03,1.36,0.25,48,53,80,83,BALANCED,,13.1,69,8.0,
2026-04-03,91,EXCELLENT,5.94,1.09,3.34,1.13,0.38,44,47,86,84,BALANCED,,13.1,49,8.0,
2026-04-02,94,EXCELLENT,7.87,1.83,3.98,1.67,0.39,46,53,79,76,BALANCED,,14.5,60,8.0,
2026-04-01,98,EXCELLENT,8.15,1.87,4.15,1.66,0.47,46,51,77,79,BALANCED,,15.9,69,8.0,
2026-03-31,79,FAIR,5.52,1.22,2.86,1.03,0.41,48,54,78,78,BALANCED,,13.2,61,8.0,
2026-03-29,98,EXCELLENT,7.95,1.56,4.24,1.92,0.23,45,51,81,80,BALANCED,,14.0,65,8.0,
2026-03-28,95,EXCELLENT,6.98,1.27,3.86,1.45,0.4,47,51,80,80,BALANCED,,13.1,77,8.0,
2026-03-27,82,GOOD,6.39,1.03,3.53,1.56,0.27,44,50,84,87,BALANCED,,14.1,72,8.0,
2026-03-26,98,EXCELLENT,7.59,1.66,4.31,1.5,0.12,44,51,84,87,BALANCED,,15.3,62,8.0,
2026-03-25,98,EXCELLENT,7.89,1.57,4.58,1.48,0.26,47,50,72,71,BALANCED,,15.1,56,8.0,
2026-03-24,98,EXCELLENT,7.25,1.68,3.86,1.44,0.27,45,47,83,82,BALANCED,,15.8,47,8.0,
2026-03-23,98,EXCELLENT,7.75,1.33,4.02,2.0,0.4,44,47,73,76,BALANCED,,13.6,47,8.0,
2026-03-21,88,GOOD,7.05,1.58,4.01,1.31,0.15,47,52,81,84,BALANCED,,14.7,74,8.0,
2026-03-20,88,GOOD,6.99,1.28,3.9,1.56,0.25,49,56,77,78,BALANCED,,16.0,69,8.0,
2026-03-19,82,GOOD,6.3,1.2,3.18,1.49,0.43,47,54,73,75,BALANCED,,15.5,45,8.0,
2026-03-18,95,EXCELLENT,8.02,1.5,4.33,2.08,0.11,48,50,85,83,BALANCED,,14.3,67,8.0,
2026-03-17,96,EXCELLENT,7.38,1.59,3.76,1.75,0.28,48,53,72,73,BALANCED,,14.8,71,8.0,
2026-03-16,92,EXCELLENT,8.15,1.93,4.08,1.67,0.47,49,53,85,88,BALANCED,,14.8,44,8.0,
2026-03-15,98,EXCELLENT,6.64,1.08,3.68,1.71,0.17,48,54,71,68,BALANCED,,15.4,77,8.0,
2026-03-13,98,EXCELLENT,7.03,1.2,4.37,1.33,0.13,45,52,74,77,BALANCED,,14.4,70,8.0,
2026-03-12,91,EXCELLENT,7.13,1.64,3.37,1.63,0.49,47,50,74,77,BALANCED,,15.8,47,8.0,
2026-03-11,87,GOOD,6.51,1.53,3.38,1.24,0.36,45,49,75,76,BALANCED,,15.7,66,8.0,
2026-03-09,98,EXCELLENT,7.92,1.63,4.29,1.8,0.2,45,51,78,80,BALANCED,,14.8,41,8.0,
2026-03-06,97,EXCELLENT,7.16,1.5,3.86,1.64,0.16,45,47,71,71,BALANCED,,14.8,78,8.0,
2026-03-05,82,GOOD,5.81,1.16,3.07,1.14,0.44,48,50,85,82,BALANCED,,13.3,52,8.0,
2026-03-04,94,EXCELLENT,7.57,1.52,3.74,1.87,0.44,44,49,75,76,BALANCED,,13.9,42,8.0,
2026-03-03,98,EXCELLENT,7.07,1.27,3.78,1.77,0.25,48,54,75,74,BALANCED,,14.0,68,8.0,
2026-03-02,97,EXCELLENT,7.2,1.7,3.55,1.65,0.3,47,49,74,76,BALANCED,,15.6,45,8.0,
2026-03-01,92,EXCELLENT,7.38,1.26,4.19,1.6,0.33,48,55,72,70,BALANCED,,16.0,76,8.0,
2026-02-28,85,GOOD,6.89,1.21,3.54,1.68,0.46,49,56,84,87,BALANCED,,15.4,44,8.0,
2026-02-27,92,EXCELLENT,7.13,1.34,3.82,1.73,0.24,45,52,76,78,BALANCED,,13.5,51,8.0,
2026-02-26,98,EXCELLENT,7.25,1.38,3.65,1.84,0.38,47,54,85,84,BALANCED,,14.9,46,8.0,
2026-02-25,89,GOOD,7.34,1.22,4.11,1.63,0.38,48,52,83,80,BALANCED,,14.6,53,8.0,
2026-02-23,89,GOOD,7.41,1.41,4.09,1.68,0.23,46,53,74,76,BALANCED,,15.9,69,8.0,
2026-02-22,84,GOOD,6.92,1.44,3.89,1.36,0.23,45,47,75,72,BALANCED,,13.6,63,8.0,
2026-02-21,83,GOOD,6.67,1.17,3.44,1.7,0.36,46,53,74,71,BALANCED,,14.1,58,8.0,
2026-02-20,88,GOOD,6.17,1.29,3.16,1.56,0.16,47,53,82,83,BALANCED,,14.8,59,8.0,
2026-02-19,95,EXCELLENT,6.5,1.18,3.53,1.68,0.11,47,52,84,83,BALANCED,,13.6,72,8.0,
2026-02-18,93,EXCELLENT,6.53,1.42,3.39,1.61,0.11,49,54,82,85,BALANCED,,14.5,71,8.0,
2026-02-17,98,EXCELLENT,6.78,1.14,3.63,1.76,0.25,47,51,80,77,BALANCED,,14.7,70,8.0,
2026-02-16,92,EXCELLENT,6.65,1.52,2.97,1.68,0.48,48,52,72,72,BALANCED,,15.6,72,8.0,
2026-02-15,95,EXCELLENT,7.36,1.58,3.93,1.64,0.21,48,53,80,83,BALANCED,,13.1,53,8.0,
2026-02-14,94,EXCELLENT,7.18,1.31,3.87,1.51,0.49,47,54,83,83,BALANCED,,14.9,52,8.0,
2026-02-11,98,EXCELLENT,8.04,1.34,4.21,2.0,0.49,49,55,76,76,BALANCED,,15.4,75,8.0,
2026-02-10,93,EXCELLENT,7.35,1.37,4.4,1.37,0.21,46,48,79,78,BALANCED,,14.9,65,8.0,
2026-02-09,91,EXCELLENT,7.08,1.69,3.61,1.3,0.48,44,49,78,78,BALANCED,,13.4,59,8.0,
2026-02-08,98,EXCELLENT,7.88,1.3,4.27,1.89,0.42,48,54,69,69,BALANCED,,14.3,58,8.0,
2026-02-06,96,EXCELLENT,7.19,1.22,4.32,1.46,0.19,44,51,73,70,BALANCED,,13.2,66,8.0,
2026-02-05,98,EXCELLENT,8.44,1.67,4.15,2.17,0.45,48,53,70,72,BALANCED,,14.9,60,8.0,
2026-02-04,92,EXCELLENT,8.52,1.59,4.82,1.89,0.22,45,50,84,84,BALANCED,,13.0,49,8.0,
2026-02-03,98,EXCELLENT,7.65,1.59,4.07,1.84,0.15,48,55,73,76,BALANCED,,14.1,67,8.0,
2026-02-02,97,EXCELLENT,8.2,1.63,4.58,1.61,0.38,46,51,82,79,BALANCED,,13.8,44,8.0,
2026-02-01,87,GOOD,5.21,0.91,2.78,1.21,0.31,49,56,70,70,BALANCED,,15.0,55,8.0,
2026-01-31,90,EXCELLENT,7.11,1.35,3.59,1.79,0.38,45,48,69,68,BALANCED,,13.6,68,8.0,
2026-01-30,98,EXCELLENT,7.47,1.78,3.51,1.91,0.27,47,49,70,68,BALANCED,,15.5,71,8.0,
2026-01-27,98,EXCELLENT,7.64,1.8,4.0,1.52,0.32,44,51,75,72,BALANCED,,14.9,40,8.0,
2026-01-26,98,EXCELLENT,8.2,1.43,4.43,2.1,0.24,48,51,77,77,BALANCED,,14.6,61,8.0,
2026-01-24,97,EXCELLENT,6.48,1.17,3.38,1.64,0.29,46,53,76,76,BALANCED,,14.8,45,8.0,
2026-01-22,96,EXCELLENT,7.97,1.65,4.07,1.98,0.27,49,52,80,79,BALANCED,,15.3,64,8.0,
2026-01-21,84,GOOD,6.17,1.02,3.68,1.17,0.3,47,50,83,85,BALANCED,,13.0,71,8.0,
2026-01-20,86,GOOD,6.62,1.18,3.53,1.69,0.22,48,54,72,75,BALANCED,,13.9,51,8.0,
2026-01-18,90,EXCELLENT,6.52,1.3,3.56,1.35,0.31,47,52,75,75,BALANCED,,13.6,75,8.0,
2026-01-17,89,GOOD,7.45,1.63,3.67,1.84,0.31,48,51,76,78,BALANCED,,15.4,60,8.0,
2026-01-16,93,EXCELLENT,6.92,1.48,3.5,1.6,0.34,46,48,73,71,BALANCED,,14.7,53,8.0,
2026-01-14,93,EXCELLENT,6.12,1.1,3.3,1.25,0.47,46,49,75,75,BALANCED,,14.8,47,8.0,
2026-01-13,91,EXCELLENT,7.28,1.66,3.79,1.66,0.17,48,51,76,73,BALANCED,,15.4,51,8.0,
2026-01-12,89,GOOD,7.3,1.25,4.5,1.42,0.13,44,51,80,80,BALANCED,,13.5,48,8.0,
2026-01-10,96,EXCELLENT,7.53,1.5,4.5,1.37,0.16,49,51,78,75,BALANCED,,15.4,47,8.0,
2026-01-09,98,EXCELLENT,8.38,1.43,4.7,1.77,0.48,48,53,71,70,BALANCED,,14.7,65,8.0,
2026-01-08,98,EXCELLENT,7.34,1.2,4.09,1.87,0.18,46,53,70,69,BALANCED,,13.3,46,8.0,
2026-01-05,87,GOOD,7.2,1.54,4.18,1.35,0.13,48,53,72,74,BALANCED,,16.0,59,8.0,
2026-01-04,98,EXCELLENT,8.7,1.63,5.36,1.59,0.12,48,55,81,79,BALANCED,,15.0,74,8.0,
2026-01-02,98,EXCELLENT,8.79,1.99,4.19,2.15,0.46,49,56,80,82,BALANCED,,13.3,48,8.0,
2026-01-01,92,EXCELLENT,7.68,1.52,4.16,1.59,0.41,49,51,69,69,BALANCED,,15.0,76,8.0,
2025-12-31,93,EXCELLENT,8.15,1.47,4.8,1.48,0.4,45,48,80,80,BALANCED,,15.2,51,8.0,
2025-12-30,93,EXCELLENT,7.19,1.5,3.74,1.72,0.23,48,54,82,80,BALANCED,,14.2,70,8.0,
2025-12-29,87,GOOD,7.29,1.19,4.38,1.5,0.22,47,51,74,76,BALANCED,,13.4,69,8.0,
2025-12-28,98,EXCELLENT,7.33,1.55,3.69,1.69,0.4,46,50,79,81,BALANCED,,14.4,57,8.0,
2025-12-27,92,EXCELLENT,8.05,1.35,4.89,1.54,0.27,46,53,69,71,BALANCED,,13.3,70,8.0,
2025-12-26,98,EXCELLENT,7.48,1.36,4.33,1.61,0.18,45,51,70,67,BALANCED,,15.5,51,8.0,
2025-12-25,98,EXCELLENT,8.53,2.03,3.83,2.18,0.49,47,53,81,81,BALANCED,,13.3,52,8.0,
2025-12-23,96,EXCELLENT,7.79,1.38,4.03,1.9,0.48,45,52,74,71,BALANCED,,14.2,54,8.0,
2025-12-21,98,EXCELLENT,8.29,1.67,4.74,1.76,0.12,45,48,77,74,BALANCED,,14.6,68,8.0,
2025-12-19,85,GOOD,6.82,1.22,3.52,1.64,0.44,46,48,79,77,BALANCED,,14.1,70,8.0,
2025-12-18,78,FAIR,5.77,1.38,2.65,1.33,0.41,47,53,81,81,BALANCED,,15.0,50,8.0,
2025-12-15,92,EXCELLENT,7.41,1.44,3.97,1.63,0.37,45,49,67,67,BALANCED,,15.7,59,8.0,
2025-12-13,94,EXCELLENT,8.37,1.38,4.81,1.86,0.32,47,51,79,78,BALANCED,,15.6,40,8.0,
2025-12-12,95,EXCELLENT,7.21,1.35,3.59,1.87,0.4,48,50,75,72,BALANCED,,14.0,43,8.0,
2025-12-10,90,EXCELLENT,7.99,1.88,4.2,1.71,0.2,46,50,77,80,BALANCED,,13.6,51,8.0,
2025-12-09,87,GOOD,7.55,1.47,4.06,1.85,0.17,49,52,75,72,BALANCED,,16.0,74,8.0,
2025-12-06,98,EXCELLENT,8.31,1.76,4.54,1.6,0.41,49,54,81,84,BALANCED,,14.9,44,8.0,
2025-12-05,98,EXCELLENT,7.63,1.64,4.4,1.42,0.17,47,54,82,84,BALANCED,,13.3,71,8.0,
2025-12-03,95,EXCELLENT,7.49,1.74,3.52,1.77,0.46,49,52,71,73,BALANCED,,13.4,50,8.0,
2025-12-02,97,EXCELLENT,8.15,1.47,4.32,1.99,0.37,46,49,69,67,BALANCED,,13.8,57,8.0,
2025-12-01,87,GOOD,7.44,1.44,4.36,1.43,0.21,46,51,72,71,BALANCED,,15.9,76,8.0,
2025-11-28,91,EXCELLENT,7.08,1.21,3.74,1.81,0.32,49,56,76,73,BALANCED,,14.3,62,8.0,
2025-11-25,91,EXCELLENT,7.43,1.33,4.35,1.47,0.28,45,48,74,75,BALANCED,,15.3,52,8.0,
2025-11-24,98,EXCELLENT,7.07,1.55,3.94,1.41,0.17,48,52,69,69,BALANCED,,14.2,60,8.0,
2025-11-23,87,GOOD,7.59,1.62,4.27,1.4,0.3,50,53,75,74,BALANCED,,15.6,52,8.0,
2025-11-22,98,EXCELLENT,7.28,1.29,4.02,1.53,0.44,48,55,81,83,BALANCED,,14.0,68,8.0,
2025-11-21,98,EXCELLENT,8.57,1.98,3.95,2.22,0.42,47,49,71,69,BALANCED,,13.2,47,8.0,
2025-11-20,86,GOOD,6.47,1.31,3.72,1.3,0.14,49,52,70,67,BALANCED,,14.8,47,8.0,
2025-11-19,94,EXCELLENT,7.49,1.54,4.09,1.58,0.28,48,54,81,78,BALANCED,,15.6,51,8.0,
2025-11-18,86,GOOD,6.88,1.11,4.15,1.49,0.13,48,53,69,66,BALANCED,,14.6,43,8.0,
